%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1765344893595884686,51669,1765344893592955967,imu_link,-0.006733616549584312,0.005392453299585637,0.9904770164553267,-0.1374076407239776,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.002,0.998,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344893679536187,51670,1765344893671820086,imu_link,-0.0018228365744976682,-0.005370935400761173,0.9905042613868926,-0.13736498278000117,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.009000000000000001,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344893751631074,51671,1765344893751820758,imu_link,-0.003403131001115741,0.006526732440565361,0.9904892149525815,-0.13739336055886234,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.005,0.002,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344893842213448,51672,1765344893831968227,imu_link,-0.00065947481749817,-0.005198008571799433,0.9905056061046502,-0.13737245020422348,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,-0.0017453292519943296,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.003,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344893912349507,51673,1765344893911079696,imu_link,-0.0025595385344420922,0.006517886374301273,0.9904924998860745,-0.13738840412908607,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.002,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344893995863477,51674,1765344893990973017,imu_link,-0.003922642582033651,-0.005402717432123173,0.9905001196248889,-0.13734968708593123,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894073168344,51675,1765344894070588727,imu_link,-0.0025657268018514146,0.0064637761852164195,0.9904928566474873,-0.1373882730574396,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894160002078,51676,1765344894150419066,imu_link,0.0005950708819250025,-0.005102108904860524,0.9905051408855008,-0.13737969374970543,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,-0.0017453292519943296,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.002,0.003,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894255899896,51677,1765344894230836349,imu_link,-0.004285473546517109,0.005943746912573503,0.990489098056906,-0.13739597235559153,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894456418207,51678,1765344894310969003,imu_link,0.0005768662822542754,-0.005052177416842482,0.9905053880287541,-0.13737983481810065,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.003,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894599117235,51679,1765344894379308101,imu_link,-0.005591640067734538,0.0031511189632642675,0.9904941595731607,-0.13740496301840982,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.002,1.0030000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894599511805,51680,1765344894458307404,imu_link,0.004179745265857863,-0.003665897793298891,0.9905001644511322,-0.13739910896785848,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,-0.0017453292519943296,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.005,0.003,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894616845192,51681,1765344894537314726,imu_link,-0.005543623326796765,0.0031435501146738856,0.9904943710817683,-0.13740555734183257,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.005,0.003,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894644652814,51682,1765344894617033973,imu_link,0.005240805955726719,-0.0020694921771765924,0.9904980741511603,-0.13741112130357433,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894714369965,51683,1765344894696076573,imu_link,-0.00615231799283484,0.0012508890568067091,0.9904934282340745,-0.1374167125388781,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.002,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344894896130971,51684,1765344894775966856,imu_link,0.005774694052397313,7.433821084999653e-05,0.9904953755411499,-0.13742473727109059,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.003,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895109810025,51685,1765344894855967862,imu_link,-0.0061902176452702145,0.0010517553274857496,0.9904932660166637,-0.13741784815619143,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.002,0.997,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895364460206,51686,1765344894936114645,imu_link,0.0056779798979754255,0.002976583045682147,0.9904890835990691,-0.13744189961116862,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.002,0.004,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895364482897,51687,1765344895015083819,imu_link,-0.0057135281056010885,-0.0003203815234992655,0.9904953076617685,-0.1374274297667122,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.002,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895364552841,51688,1765344895095038825,imu_link,0.005452214092559671,0.0040967419665737335,0.9904855143621049,-0.13744793889172935,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.002,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895364585407,51689,1765344895175007719,imu_link,-0.0057858856026352405,-0.00014147751544572382,0.9904951112845627,-0.13742611845383476,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.003,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895379189545,51690,1765344895254986077,imu_link,0.005951295496555409,0.0024118965505872864,0.990489366046111,-0.13743937058395933,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,-0.0017453292519943296,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.002,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895379283083,51691,1765344895334973823,imu_link,-0.005781409136489475,-9.968706280377943e-05,0.9904950642965332,-0.13742668218032644,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.002,0.998,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895416626949,51692,1765344895414145664,imu_link,0.005537052124479336,0.0035534231898053316,0.9904874376724996,-0.13744580768568826,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.008,0.002,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895504062767,51693,1765344895493941781,imu_link,-0.005757396802210188,-0.0004689311249671579,0.990494804824389,-0.13742879647860326,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.005,0.002,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895576497898,51694,1765344895573981971,imu_link,0.0052814758366331194,0.004297197639918099,0.9904853100809322,-0.13744995678176827,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.003,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895662600726,51695,1765344895653586922,imu_link,-0.0058918854941840595,4.6202904225068264e-05,0.9904945900817802,-0.13742543639858318,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.003,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895733396363,51696,1765344895722317482,imu_link,0.003752054086187519,0.003715336551770821,0.9904949426572149,-0.13744776074902712,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.003,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895804628088,51697,1765344895801965026,imu_link,-0.007141870190748972,-0.0010484723682827651,0.9904861120710209,-0.13742327383054323,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,-0.0017453292519943296,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.002,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895921443376,51698,1765344895880313145,imu_link,0.003674107831529123,0.0035174729812147486,0.9904960458984936,-0.13744712210489501,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,-0.0017453292519943296,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344895975334229,51699,1765344895959979559,imu_link,-0.007451068719323312,-0.0008434585363751135,0.9904841867924923,-0.13742214474622472,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896041733305,51700,1765344896039829657,imu_link,0.0037827169892598474,0.003314037822088292,0.9904965540384065,-0.1374455697486643,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.003,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896122625865,51701,1765344896119979070,imu_link,-0.007408170278363534,-0.001121552324423125,0.990484067746047,-0.13742333380745247,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.002,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896199027694,51702,1765344896198974540,imu_link,0.003625079378092462,0.003184184358560633,0.9904975162225058,-0.1374459534745196,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,-0.0017453292519943296,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.002,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896284867166,51703,1765344896278787861,imu_link,-0.007573542707105705,-0.0010571396355473464,0.9904828726796869,-0.13742344354166744,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.002,0.003,0.998,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896358868495,51704,1765344896358844292,imu_link,0.003705650810542279,0.0030802353932276876,0.9904976661187885,-0.13744509345635322,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.002,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896438825446,51705,1765344896438427595,imu_link,-0.007979191924838267,0.0005448862837097517,0.9904811420306854,-0.13741594840757562,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.004,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896523868537,51706,1765344896518234323,imu_link,0.00392315749025137,-0.0008788779547211282,0.9905054861067402,-0.1374144039076607,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.001,1.0010000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896601332090,51707,1765344896598039626,imu_link,-0.007124328335731637,0.0037475846119600946,0.9904825577806226,-0.13740270116594006,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.004,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896684822892,51708,1765344896677828780,imu_link,0.003920546721264275,-0.0008777839881364221,0.9905054974742848,-0.13741440347320186,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.004,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896769428531,51709,1765344896757973674,imu_link,-0.008024562921908016,0.0005504992187035815,0.9904807781940085,-0.13741590653455593,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.001,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896844032075,51710,1765344896837456032,imu_link,0.0038519499390489305,0.001676307658429753,0.9905019399416684,-0.13743456423364958,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.009000000000000001,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896920935657,51711,1765344896917265335,imu_link,-0.008082654386740731,0.0007091344656174048,0.9904803131601129,-0.13741512678238513,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.005,0.003,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344896991715818,51712,1765344896986986412,imu_link,0.00234230614981207,0.0016072402868658306,0.9905069073521356,-0.13743360894726114,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.004,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344897068284872,51713,1765344897065324827,imu_link,-0.009352513583979608,0.0004395234915846998,0.990469694749161,-0.1374122305046587,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344897231632842,51714,1765344897144987408,imu_link,0.0026074411698683484,0.0005867504146292547,0.9905086619444051,-0.13742433404459717,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.002,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344897256302753,51715,1765344897223315360,imu_link,-0.009041873772304901,0.0015827638476587525,0.9904811588960953,-0.13734195735148216,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,-0.0017453292519943296,-0.0017453292519943296,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.003,1.0030000000000001,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344897303505890,51716,1765344897303476107,imu_link,0.002977092302732165,0.001232555788895834,0.9905155707696783,-0.13736273799858023,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.002,0.003,0.999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344897443683466,51717,1765344897382838576,imu_link,-0.00892366996630544,0.0009284343322903117,0.9904827369257981,-0.13734428992864303,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.006,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
1765344897472334259,51718,1765344897462898860,imu_link,0.0030890806956806642,0.0011069555565583495,0.9905155195280383,-0.13736170428453479,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.007,0.003,1.002,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
