ros_time,odom_x,odom_y,odom_yaw_deg,base_footprint_x,base_footprint_y,base_footprint_yaw_deg
1765359814.4026113,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.453187,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.5026867,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.5526276,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.602705,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.6526046,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.703089,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.7526727,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.805729,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.852469,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.902493,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359814.9559426,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.002461,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.0542536,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.1055052,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.1534603,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.2031329,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.2530303,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.3027422,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.353023,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.40279,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.453232,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.5037484,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.5523376,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.6025398,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.65294,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.702498,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.7542272,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.802675,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.8535879,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.9032445,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359815.9526167,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.0033119,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.053413,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.1023078,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.1529837,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.2026486,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.252339,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.3036432,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.3537776,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.4043863,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.4544687,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.5029292,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.5525827,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.6050162,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.6525447,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.7026467,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.7528484,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.8026826,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.8534777,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
1765359816.9026332,nan,nan,0.0,0.4422519510604711,0.13320504258074675,-167.4510642041999
