time,tf_delay
1766222885.6511302, -0.5064303880000001
1766222885.7514834, -0.5066254139999999
1766222885.8521724, -0.507054329
1766222885.9534242, -0.458410502
1766222886.054889, -0.45782709200000005
1766222886.155229, -0.5087406640000001
1766222886.2563055, -0.5091919899999999
1766222886.3567355, -0.510719538
1766222886.4572756, -0.462321043
1766222886.5576477, -0.463370085
1766222886.6602316, -0.46117377299999995
1766222886.7607841, -0.51238823
1766222886.86142, -0.461953402
1766222886.9689212, -0.505665064
1766222887.0698264, -0.505661488
1766222887.171405, -0.504693032
1766222887.2725966, -0.504389763
1766222887.3729763, -0.504732848
1766222887.474968, -0.503398658
1766222887.5759733, -0.5033483510000001
1766222887.6768005, -0.503518582
1766222887.77766, -0.5031516549999999
1766222887.8834467, -0.49852704999999997
1766222887.9857633, -0.497538567
1766222888.0868704, -0.496772766
1766222888.190693, -0.49346518500000003
1766222888.291503, -0.492917776
1766222888.3942642, -0.490473748
1766222888.4974031, -0.487593889
1766222888.5983608, -0.486897707
1766222888.6996372, -0.485881091
1766222888.8004491, -0.48548746200000004
1766222888.9018712, -0.48436832500000004
1766222889.002285, -0.484231234
1766222889.1056042, -0.481164456
1766222889.206674, -0.48035574000000003
1766222889.3076112, -0.47981047600000004
1766222889.4100056, -0.477693559
1766222889.5129192, -0.475065709
1766222889.6151211, -0.47325515799999995
1766222889.716131, -0.472543002
1766222889.8165164, -0.47243022999999995
1766222889.9178517, -0.471385242
1766222890.0185742, -0.47092771600000005
1766222890.1197634, -0.46999120800000005
1766222890.221039, -0.468999148
1766222890.3228629, -0.467432022
1766222890.423997, -0.5169057859999999
1766222890.5249574, -0.516198874
1766222890.6262724, -0.515232802
1766222890.726897, -0.515068532
1766222890.8274581, -0.515237332
1766222890.927865, -0.464997054
1766222891.0286093, -0.5147881510000001
1766222891.129185, -0.5147657400000001
1766222891.2299612, -0.414004088
1766222891.330383, -0.51440692
1766222891.4312468, -0.513824225
1766222891.5324109, -0.5130379199999999
1766222891.633194, -0.512508631
1766222891.7339804, -0.512041331
1766222891.834759, -0.5115151410000001
1766222891.9356756, -0.510872365
1766222892.0365746, -0.510291339
1766222892.1373348, -0.509800911
1766222892.2395284, -0.507895709
1766222892.340495, -0.507216216
1766222892.4419272, -0.506176949
1766222892.543213, -0.5051805979999999
1766222892.6451175, -0.503752709
1766222892.7455075, -0.5036561500000001
1766222892.8490229, -0.500437975
1766222892.9503067, -0.499565841
1766222893.0515926, -0.49854517099999995
1766222893.1530094, -0.49749946700000003
1766222893.2534707, -0.497174502
1766222893.3537786, -0.497175456
1766222893.4549325, -0.496268273
1766222893.5561469, -0.49541950300000004
1766222893.6582923, -0.49361729600000004
1766222893.7592118, -0.49296975200000004
1766222893.8596296, -0.492915393
1766222893.9606113, -0.492281438
1766222894.062572, -0.490495683
1766222894.1629581, -0.490376473
1766222894.2701502, -0.48359012599999995
1766222894.371258, -0.48275446899999996
1766222894.4722366, -0.482111932
1766222894.5746202, -0.480003596
1766222894.6759858, -0.47893285799999996
1766222894.777176, -0.478048802
1766222894.8841717, -0.47127533
1766222894.985012, -0.520881653
1766222895.0854313, -0.470616818
1766222895.1862416, -0.520371914
1766222895.2868376, -0.5200240620000001
1766222895.3873293, -0.5198888779999999
1766222895.487731, -0.519742012
1766222895.5886068, -0.519164325
1766222895.689134, -0.518887043
1766222895.7895787, -0.468579769
1766222895.889968, -0.51862073
1766222895.9909604, -0.5179617409999999
1766222896.0918183, -0.517516852
1766222896.19206, -0.5175292499999999
1766222896.2938554, -0.516085387
1766222896.394311, -0.515885115
1766222896.494747, -0.5156984339999999
1766222896.5956407, -0.515084029
1766222896.6967359, -0.514373542
1766222896.7971914, -0.514275075
1766222896.8975148, -0.5142097480000001
1766222896.9982123, -0.5139927870000001
1766222897.0985649, -0.513889313
1766222897.1992953, -0.513510943
1766222897.300607, -0.512463809
1766222897.4009888, -0.5124795449999999
1766222897.5019422, -0.5117974279999999
1766222897.6038523, -0.510174752
1766222897.7040875, -0.5102384099999999
1766222897.804753, -0.5098662380000001
1766222897.9054725, -0.509566308
1766222898.0059843, -0.5093083380000001
1766222898.109402, -0.506336451
1766222898.2136686, -0.502357961
1766222898.3153563, -0.500900746
1766222898.4180713, -0.49864029899999995
1766222898.5186708, -0.4983809
1766222898.618886, -0.44844746700000004
1766222898.721602, -0.496162176
1766222898.8221035, -0.49592971799999996
1766222898.9229174, -0.495372295
1766222899.0243564, -0.49422407199999996
1766222899.125271, -0.493608952
1766222899.2266395, -0.49262929
1766222899.3277047, -0.491864681
1766222899.430594, -0.489250184
1766222899.5331318, -0.48700690300000005
1766222899.6400428, -0.480368138
1766222899.7415533, -0.47925758399999996
1766222899.844803, -0.476282836
1766222899.946569, -0.47490596799999996
1766222900.0478654, -0.47388505999999997
1766222900.1499918, -0.5221562390000001
1766222900.2508056, -0.521591664
1766222900.351588, -0.521123887
1766222900.455157, -0.517838002
1766222900.5601873, -0.5131316189999999
1766222900.665247, -0.408064604
1766222900.7660043, -0.5078055859999999
1766222900.8705182, -0.503535033
1766222900.9725509, -0.501787663
1766222901.0737188, -0.500949384
1766222901.1748438, -0.5000491149999999
1766222901.2757094, -0.49949336099999997
1766222901.3769677, -0.49851608300000005
1766222901.4778085, -0.49792695099999995
1766222901.5788033, -0.497310877
1766222901.680657, -0.495704652
1766222901.7810678, -0.495578528
1766222901.8853743, -0.49150753
1766222901.9864683, -0.49079537399999995
1766222902.0869493, -0.49058842700000005
1766222902.1899137, -0.487912178
1766222902.29228, -0.485767603
1766222902.393448, -0.484842777
1766222902.4945278, -0.48403668499999997
1766222902.5950172, -0.48379325900000003
1766222902.6953022, -0.483953953
1766222902.7956853, -0.483818532
1766222902.8961186, -0.483667375
1766222902.9974036, -0.482622624
1766222903.0980482, -0.432118417
1766222903.198574, -0.48198604599999995
1766222903.2998683, -0.48100185399999995
1766222903.4008937, -0.48021864999999997
1766222903.502545, -0.47882390100000005
1766222903.6029396, -0.478822709
1766222903.7049422, -0.527221918
1766222903.8054936, -0.47683548899999995
1766222903.9057288, -0.42672467300000005
1766222904.0083096, -0.47456669799999995
1766222904.1092267, -0.47388505999999997
1766222904.2102191, -0.523322822
1766222904.310887, -0.522886277
1766222904.4118598, -0.472033978
1766222904.5130177, -0.42105388600000004
1766222904.6136553, -0.521009446
1766222904.7142367, -0.47069835699999996
1766222904.8148036, -0.520547391
1766222904.9158149, -0.46968150200000003
1766222905.0167484, -0.519126416
1766222905.116987, -0.51923132
1766222905.2180467, -0.46834230499999996
1766222905.3188927, -0.517895937
1766222905.4193764, -0.517781735
1766222905.5198784, -0.517558337
1766222905.6208587, -0.5170226099999999
1766222905.721234, -0.516898871
1766222905.821675, -0.516778231
1766222905.9223638, -0.516366243
1766222906.023141, -0.465715647
1766222906.1242335, -0.515021325
1766222906.2250206, -0.514497996
1766222906.3263476, -0.513422966
1766222906.4267397, -0.51330638
1766222906.5278516, -0.5124976640000001
1766222906.6286464, -0.511952639
1766222906.7299035, -0.511092664
1766222906.8314047, -0.509835483
1766222907.3217402, -0.11976814300000005
1766222907.4224904, -0.119254113
1766222907.522754, -0.11926579500000001
1766222907.6245956, -0.11772942600000003
1766222907.7253776, -0.11720299700000003
1766222907.828252, -0.11462664700000003
1766222907.9305036, -0.11266899100000005
1766222908.0315075, -0.11184907
1766222908.1322103, -0.11141634
1766222908.2326722, -0.11123991099999997
1766222908.333219, -0.11100697599999998
1766222908.4346783, -0.10976529099999999
1766222908.5351574, -0.10961294200000005
1766222908.6373076, -0.10769105000000001
1766222908.7376454, -0.10772752799999996
1766222908.838728, -0.10688972600000002
1766222908.9396555, -0.10625553200000004
1766222909.0409045, -0.10528564500000004
1766222909.141836, -0.10465455099999998
1766222909.2423153, -0.10435867399999998
1766222909.342814, -0.10414552799999999
1766222909.443215, -0.10400104600000004
1766222909.5440216, -0.10344410000000004
1766222909.644965, -0.10291123499999999
1766222909.7455869, -0.10256624199999997
1766222909.8462296, -0.10218787200000001
1766222909.9487958, -0.09986496
1766222910.0529304, -0.09614849199999997
1766222910.1549535, -0.09439825999999996
1766222910.2575026, -0.09210825099999997
1766222910.3591583, -0.14097619100000003
1766222910.462309, -0.13818192500000004
1766222910.5630984, -0.13775372500000005
1766222910.6637068, -0.13747501500000003
1766222910.764347, -0.13705945100000005
1766222910.8647492, -0.13691687600000002
1766222910.9654765, -0.13667273599999996
1766222911.066304, -0.13599371999999998
1766222911.167063, -0.13559889800000002
1766222911.2681031, -0.134833337
1766222911.3700936, -0.13319587700000002
1766222911.4763901, -0.12718248399999998
1766222911.5766845, -0.12713623100000004
1766222911.6776147, -0.126489639
1766222911.7800167, -0.12435960800000001
1766222911.8803244, -0.12443828599999995
1766222911.980757, -0.12427735399999995
1766222912.0830774, -0.12226534
1766222912.1840549, -0.12168455099999997
1766222912.2844453, -0.12151718199999995
1766222912.3852828, -0.121100188
1766222912.485949, -0.12069582999999995
1766222912.5866785, -0.12027907500000001
1766222912.6899438, -0.11725401899999999
1766222912.7903183, -0.11725664199999997
1766222912.8912263, -0.11667537800000005
1766222912.999768, -0.10837125800000003
1766222913.101348, -0.10722971000000003
1766222913.2023127, -0.10657405900000005
1766222913.3034234, -0.10587835400000001
1766222913.4040148, -0.10561871599999995
1766222913.5046897, -0.10520362900000002
1766222913.605662, -0.10451483800000005
1766222913.707651, -0.10283803999999996
1766222913.8079035, -0.10283494000000004
1766222913.9091082, -0.10189938600000004
1766222914.0095985, -0.10170149799999995
1766222914.1107488, -0.10084414500000005
1766222914.2126415, -0.09933662499999996
1766222914.3132718, -0.005619765000000054
1766222914.4144976, -0.0048067579999999666
1766222914.516485, -0.0035848619999999665
1766222914.61721, -0.09601402299999995
1766222914.719649, -0.09383344699999996
1766222914.8206468, -0.09308433599999999
1766222914.9226117, -0.09140539299999995
1766222915.0244355, -0.14009189600000005
1766222915.126225, -0.13859939600000004
1766222915.2266994, -0.138413907
1766222915.3285398, -0.13699221699999997
1766222915.4293063, -0.13650822699999998
1766222915.5302732, -0.13596534800000004
1766222915.6311665, -0.13540387200000004
1766222915.7327647, -0.13411474300000004
1766222915.8335035, -0.13362813100000004
1766222915.9344866, -0.13301110299999996
1766222916.0349617, -0.13275718700000005
1766222916.1355548, -0.13246131000000005
1766222916.2360523, -0.132390738
1766222916.337839, -0.13084936199999997
1766222916.438627, -0.13048267400000002
1766222916.5397758, -0.12962722800000004
1766222916.641823, -0.12782096899999995
1766222916.7428882, -0.12699341799999997
1766222916.8442485, -0.12594699899999995
1766222916.9451237, -0.125327588
1766222917.047509, -0.12319707999999996
1766222917.1482322, -0.12290287
1766222917.253948, -0.11745166799999995
1766222917.3542843, -0.11756324799999995
1766222917.4550543, -0.11703777299999996
1766222917.5555527, -0.116878272
1766222917.6560414, -0.11664128399999996
1766222917.7638292, -0.10917949699999996
1766222917.8650734, -0.10831236899999996
1766222917.965952, -0.10769915600000002
1766222918.066725, -0.10735750300000002
1766222918.1674612, -0.10690641499999998
1766222918.267983, -0.10677957599999999
1766222918.3687027, -0.10627794400000001
1766222918.4695117, -0.10586047300000001
1766222918.5697412, -0.10595536299999997
1766222918.6713943, -0.104580165
1766222918.7736742, -0.10255289099999998
1766222918.8741038, -0.10237193099999997
1766222918.9760776, -0.10081648899999995
1766222919.0763454, -0.10079574599999996
1766222919.177362, -0.10022235000000002
1766222919.2782092, -0.09959435500000002
1766222919.3788667, -0.09923529600000003
1766222919.479588, -0.09875583700000001
1766222919.5807552, -0.09794139899999998
1766222919.6811392, -0.09782695799999996
1766222919.781768, -0.09750819300000002
1766222919.883395, -0.09622716899999995
1766222919.9848654, -0.14530682699999997
1766222920.0857186, -0.14464950600000004
1766222920.1864488, -0.14419579500000002
1766222920.287814, -0.14313817100000004
1766222920.388103, -0.14312482000000004
1766222920.4897575, -0.142569304
1766222920.5910482, -0.142341614
1766222920.6917927, -0.14237475499999996
1766222920.7926712, -0.07422447300000001
1766222920.8928678, -0.14508605100000005
1766222920.9938695, -0.09464407100000005
1766222921.0943248, -0.14574050900000002
1766222921.1962407, -0.09439659199999995
1766222921.2973316, -0.09496593499999995
1766222921.3991206, -0.09426045500000002
1766222921.500081, -0.14509415699999995
1766222921.6005452, -0.09527778600000003
1766222921.700955, -0.14583826099999997
1766222921.8013935, -0.09567594599999996
1766222921.9029148, -0.14524173799999995
1766222922.0038915, -0.09459972400000005
1766222922.1050475, -0.14584922899999997
1766222922.206637, -0.14500856399999995
1766222922.3071258, -0.14560580300000003
1766222922.4083118, -0.14519310100000005
1766222922.5093238, -0.14495945
1766222922.609928, -0.09492921899999995
1766222922.7117944, -0.07955002899999997
1766222922.812803, -0.09343552600000005
1766222922.9143763, -0.09321332000000004
1766222923.0150306, -0.14516448999999998
1766222923.1153803, -0.14621067099999996
1766222923.2162914, -0.14608907800000004
1766222923.3171828, -0.14595341699999997
1766222923.418169, -0.14629244900000005
1766222923.518626, -0.14637971000000005
1766222923.6195333, -0.14636302
1766222923.719973, -0.14691567500000002
1766222923.8219092, -0.09531259599999997
1766222923.9227066, -0.09634804799999996
1766222924.0234258, -0.14729189899999995
